x,y,z
98,70,0.3634
99,70,0.4253
0,69,0.0164
1,69,0.1193
2,69,0.2189
3,69,0.3116
4,69,0.3940
5,69,0.4631
6,69,0.5166
7,69,0.5529
8,69,0.5711
9,69,0.5711
10,69,0.5537
11,69,0.5202
12,69,0.4730
13,69,0.4149
14,69,0.3493
15,69,0.2802
16,69,0.2114
17,69,0.1473
18,69,0.0920
19,69,0.0495
20,69,0.0231
21,69,0.0160
22,69,0.0305
23,69,0.0684
24,69,0.1303
25,69,0.2164
26,69,0.3258
27,69,0.4568
28,69,0.6070
29,69,0.7732
30,69,0.9517
31,69,1.1384
32,69,1.3288
33,69,1.5184
34,69,1.7027
35,69,1.8772
36,69,2.0381
37,69,2.1816
38,69,2.3051
39,69,2.4061
40,69,2.4833
41,69,2.5360
42,69,2.5644
43,69,2.5694
44,69,2.5526
45,69,2.5165
46,69,2.4638
47,69,2.3980
48,69,2.3224
49,69,2.2408
50,69,2.1569
51,69,2.0741
52,69,1.9956
53,69,1.9242
54,69,1.8619
55,69,1.8104
56,69,1.7706
57,69,1.7425
58,69,1.7257
59,69,1.7189
60,69,1.7203
61,69,1.7277
62,69,1.7383
63,69,1.7491
64,69,1.7570
65,69,1.7588
66,69,1.7517
67,69,1.7328
68,69,1.7001
69,69,1.6518
70,69,1.5867
71,69,1.5045
72,69,1.4054
73,69,1.2906
74,69,1.1617
75,69,1.0210
76,69,0.8716
77,69,0.7168
78,69,0.5602
79,69,0.4058
80,69,0.2575
81,69,0.1192
82,69,-0.0057
83,69,-0.1141
84,69,-0.2032
85,69,-0.2711
86,69,-0.3166
87,69,-0.3392
88,69,-0.3392
89,69,-0.3176
90,69,-0.2765
91,69,-0.2182
92,69,-0.1460
93,69,-0.0633
94,69,0.0258
95,69,0.1173
96,69,0.2069
97,69,0.2908
98,69,0.3652
99,69,0.4268
0,68,0.0176
1,68,0.1208
2,68,0.2208
3,68,0.3139
4,68,0.3967
5,68,0.4663
6,68,0.5205
7,68,0.5575
8,68,0.5766
9,68,0.5776
10,68,0.5613
11,68,0.5291
12,68,0.4834
13,68,0.4270
14,68,0.3633
15,68,0.2963
16,68,0.2299
17,68,0.1685
18,68,0.1161
19,68,0.0767
20,68,0.0539
21,68,0.0507
22,68,0.0694
23,68,0.1118
24,68,0.1786
25,68,0.2699
26,68,0.3848
27,68,0.5216
28,68,0.6778
29,68,0.8504
30,68,1.0355
31,68,1.2290
32,68,1.4264
33,68,1.6231
34,68,1.8145
35,68,1.9962
36,68,2.1641
37,68,2.3147
38,68,2.4449
39,68,2.5526
40,68,2.6360
41,68,2.6947
42,68,2.7285
43,68,2.7385
44,68,2.7262
45,68,2.6940
46,68,2.6445
47,68,2.5812
48,68,2.5075
49,68,2.4270
50,68,2.3434
51,68,2.2603
52,68,2.1807
53,68,2.1074
54,68,2.0426
55,68,1.9879
56,68,1.9442
57,68,1.9116
58,68,1.8898
59,68,1.8775
60,68,1.8731
61,68,1.8742
62,68,1.8782
63,68,1.8821
64,68,1.8830
65,68,1.8778
66,68,1.8635
67,68,1.8375
68,68,1.7977
69,68,1.7424
70,68,1.6705
71,68,1.5817
72,68,1.4763
73,68,1.3553
74,68,1.2206
75,68,1.0745
76,68,0.9199
77,68,0.7602
78,68,0.5991
79,68,0.4405
80,68,0.2884
81,68,0.1465
82,68,0.0183
83,68,-0.0929
84,68,-0.1847
85,68,-0.2550
86,68,-0.3026
87,68,-0.3271
88,68,-0.3288
89,68,-0.3087
90,68,-0.2689
91,68,-0.2117
92,68,-0.1405
93,68,-0.0587
94,68,0.0297
95,68,0.1205
96,68,0.2096
97,68,0.2931
98,68,0.3671
99,68,0.4283
0,67,0.0189
1,67,0.1224
2,67,0.2227
3,67,0.3161
4,67,0.3994
5,67,0.4696
6,67,0.5244
7,67,0.5622
8,67,0.5822
9,67,0.5842
10,67,0.5690
11,67,0.5382
12,67,0.4939
13,67,0.4392
14,67,0.3775
15,67,0.3126
16,67,0.2487
17,67,0.1900
18,67,0.1406
19,67,0.1045
20,67,0.0853
21,67,0.0860
22,67,0.1090
23,67,0.1559
24,67,0.2277
25,67,0.3242
26,67,0.4447
27,67,0.5874
28,67,0.7499
29,67,0.9289
30,67,1.1207
31,67,1.3211
32,67,1.5256
33,67,1.7295
34,67,1.9281
35,67,2.1171
36,67,2.2922
37,67,2.4499
38,67,2.5871
39,67,2.7014
40,67,2.7913
41,67,2.8559
42,67,2.8954
43,67,2.9104
44,67,2.9027
45,67,2.8743
46,67,2.8282
47,67,2.7674
48,67,2.6956
49,67,2.6163
50,67,2.5331
51,67,2.4496
52,67,2.3688
53,67,2.2937
54,67,2.2263
55,67,2.1683
56,67,2.1206
57,67,2.0836
58,67,2.0567
59,67,2.0388
60,67,2.0283
61,67,2.0230
62,67,2.0204
63,67,2.0174
64,67,2.0112
65,67,1.9987
66,67,1.9771
67,67,1.9439
68,67,1.8969
69,67,1.8345
70,67,1.7557
71,67,1.6602
72,67,1.5483
73,67,1.4212
74,67,1.2805
75,67,1.1288
76,67,0.9689
77,67,0.8043
78,67,0.6386
79,67,0.4758
80,67,0.3197
81,67,0.1742
82,67,0.0428
83,67,-0.0714
84,67,-0.1659
85,67,-0.2386
86,67,-0.2884
87,67,-0.3148
88,67,-0.3182
89,67,-0.2997
90,67,-0.2612
91,67,-0.2052
92,67,-0.1349
93,67,-0.0540
94,67,0.0336
95,67,0.1238
96,67,0.2124
97,67,0.2954
98,67,0.3690
99,67,0.4299
0,66,0.0202
1,66,0.1239
2,66,0.2246
3,66,0.3185
4,66,0.4022
5,66,0.4729
6,66,0.5284
7,66,0.5670
8,66,0.5878
9,66,0.5908
10,66,0.5768
11,66,0.5473
12,66,0.5046
13,66,0.4516
14,66,0.3918
15,66,0.3291
16,66,0.2677
17,66,0.2116
18,66,0.1653
19,66,0.1325
20,66,0.1169
21,66,0.1216
22,66,0.1489
23,66,0.2004
24,66,0.2772
25,66,0.3790
26,66,0.5052
27,66,0.6538
28,66,0.8226
29,66,1.0081
30,66,1.2067
31,66,1.4141
32,66,1.6257
33,66,1.8369
34,66,2.0428
35,66,2.2391
36,66,2.4216
37,66,2.5864
38,66,2.7306
39,66,2.8517
40,66,2.9480
41,66,3.0187
42,66,3.0638
43,66,3.0840
44,66,3.0808
45,66,3.0564
46,66,3.0136
47,66,2.9554
48,66,2.8854
49,66,2.8073
50,66,2.7245
51,66,2.6406
52,66,2.5587
53,66,2.4816
54,66,2.4116
55,66,2.3503
56,66,2.2987
57,66,2.2571
58,66,2.2250
59,66,2.2016
60,66,2.1850
61,66,2.1733
62,66,2.1638
63,66,2.1539
64,66,2.1405
65,66,2.1207
66,66,2.0918
67,66,2.0513
68,66,1.9970
69,66,1.9275
70,66,1.8417
71,66,1.7394
72,66,1.6210
73,66,1.4876
74,66,1.3410
75,66,1.1836
76,66,1.0185
77,66,0.8488
78,66,0.6785
79,66,0.5114
80,66,0.3514
81,66,0.2022
82,66,0.0675
83,66,-0.0498
84,66,-0.1469
85,66,-0.2221
86,66,-0.2741
87,66,-0.3025
88,66,-0.3076
89,66,-0.2906
90,66,-0.2534
91,66,-0.1985
92,66,-0.1293
93,66,-0.0493
94,66,0.0376
95,66,0.1271
96,66,0.2152
97,66,0.2977
98,66,0.3709
99,66,0.4314
0,65,0.0215
1,65,0.1255
2,65,0.2265
3,65,0.3208
4,65,0.4050
5,65,0.4763
6,65,0.5324
7,65,0.5717
8,65,0.5934
9,65,0.5974
10,65,0.5846
11,65,0.5564
12,65,0.5153
13,65,0.4640
14,65,0.4062
15,65,0.3457
16,65,0.2866
17,65,0.2333
18,65,0.1900
19,65,0.1605
20,65,0.1486
21,65,0.1572
22,65,0.1888
23,65,0.2450
24,65,0.3268
25,65,0.4340
26,65,0.5657
27,65,0.7204
28,65,0.8954
29,65,1.0874
30,65,1.2928
31,65,1.5072
32,65,1.7260
33,65,1.9444
34,65,2.1577
35,65,2.3613
36,65,2.5511
37,65,2.7231
38,65,2.8743
39,65,3.0021
40,65,3.1049
41,65,3.1817
42,65,3.2324
43,65,3.2577
44,65,3.2591
45,65,3.2387
46,65,3.1992
47,65,3.1437
48,65,3.0756
49,65,2.9985
50,65,2.9161
51,65,2.8318
52,65,2.7488
53,65,2.6699
54,65,2.5973
55,65,2.5327
56,65,2.4771
57,65,2.4309
58,65,2.3937
59,65,2.3646
60,65,2.3419
61,65,2.3238
62,65,2.3075
63,65,2.2906
64,65,2.2700
65,65,2.2429
66,65,2.2067
67,65,2.1588
68,65,2.0973
69,65,2.0206
70,65,1.9278
71,65,1.8188
72,65,1.6938
73,65,1.5542
74,65,1.4016
75,65,1.2386
76,65,1.0680
77,65,0.8934
78,65,0.7185
79,65,0.5470
80,65,0.3830
81,65,0.2303
82,65,0.0922
83,65,-0.0281
84,65,-0.1280
85,65,-0.2056
86,65,-0.2598
87,65,-0.2901
88,65,-0.2969
89,65,-0.2814
90,65,-0.2455
91,65,-0.1919
92,65,-0.1237
93,65,-0.0445
94,65,0.0416
95,65,0.1305
96,65,0.2180
97,65,0.3000
98,65,0.3728
99,65,0.4330
0,64,0.0228
1,64,0.1271
2,64,0.2284
3,64,0.3231
4,64,0.4077
5,64,0.4796
6,64,0.5363
7,64,0.5764
8,64,0.5990
9,64,0.6040
10,64,0.5924
11,64,0.5655
12,64,0.5259
13,64,0.4763
14,64,0.4204
15,64,0.3621
16,64,0.3055
17,64,0.2549
18,64,0.2145
19,64,0.1884
20,64,0.1801
21,64,0.1926
22,64,0.2285
23,64,0.2893
24,64,0.3760
25,64,0.4885
26,64,0.6259
27,64,0.7865
28,64,0.9677
29,64,1.1663
30,64,1.3784
31,64,1.5997
32,64,1.8255
33,64,2.0512
34,64,2.2718
35,64,2.4827
36,64,2.6797
37,64,2.8589
38,64,3.0170
39,64,3.1516
40,64,3.2608
41,64,3.3436
42,64,3.3999
43,64,3.4303
44,64,3.4363
45,64,3.4198
46,64,3.3836
47,64,3.3306
48,64,3.2644
49,64,3.1885
50,64,3.1065
51,64,3.0218
52,64,2.9377
53,64,2.8569
54,64,2.7817
55,64,2.7138
56,64,2.6542
57,64,2.6035
58,64,2.5612
59,64,2.5265
60,64,2.4978
61,64,2.4732
62,64,2.4503
63,64,2.4264
64,64,2.3986
65,64,2.3643
66,64,2.3208
67,64,2.2656
68,64,2.1969
69,64,2.1131
70,64,2.0134
71,64,1.8976
72,64,1.7661
73,64,1.6202
74,64,1.4618
75,64,1.2931
76,64,1.1173
77,64,0.9377
78,64,0.7582
79,64,0.5825
80,64,0.4145
81,64,0.2581
82,64,0.1168
83,64,-0.0065
84,64,-0.1091
85,64,-0.1892
86,64,-0.2455
87,64,-0.2777
88,64,-0.2863
89,64,-0.2723
90,64,-0.2378
91,64,-0.1853
92,64,-0.1181
93,64,-0.0398
94,64,0.0456
95,64,0.1338
96,64,0.2207
97,64,0.3023
98,64,0.3747
99,64,0.4346
0,63,0.0240
1,63,0.1286
2,63,0.2303
3,63,0.3253
4,63,0.4105
5,63,0.4829
6,63,0.5403
7,63,0.5811
8,63,0.6045
9,63,0.6105
10,63,0.6000
11,63,0.5745
12,63,0.5363
13,63,0.4885
14,63,0.4345
15,63,0.3783
16,63,0.3241
17,63,0.2761
18,63,0.2387
19,63,0.2158
20,63,0.2111
21,63,0.2275
22,63,0.2676
23,63,0.3330
24,63,0.4245
25,63,0.5422
26,63,0.6851
27,63,0.8515
28,63,1.0389
29,63,1.2438
30,63,1.4626
31,63,1.6907
32,63,1.9236
33,63,2.1564
34,63,2.3841
35,63,2.6023
36,63,2.8064
37,63,2.9926
38,63,3.1576
39,63,3.2988
40,63,3.4143
41,63,3.5030
42,63,3.5648
43,63,3.6003
44,63,3.6107
45,63,3.5981
46,63,3.5651
47,63,3.5148
48,63,3.4504
49,63,3.3756
50,63,3.2940
51,63,3.2089
52,63,3.1236
53,63,3.0410
54,63,2.9632
55,63,2.8921
56,63,2.8287
57,63,2.7734
58,63,2.7261
59,63,2.6859
60,63,2.6513
61,63,2.6204
62,63,2.5908
63,63,2.5600
64,63,2.5253
65,63,2.4839
66,63,2.4331
67,63,2.3708
68,63,2.2949
69,63,2.2041
70,63,2.0976
71,63,1.9752
72,63,1.8373
73,63,1.6853
74,63,1.5210
75,63,1.3468
76,63,1.1658
77,63,0.9814
78,63,0.7972
79,63,0.6173
80,63,0.4455
81,63,0.2855
82,63,0.1409
83,63,0.0147
84,63,-0.0905
85,63,-0.1730
86,63,-0.2315
87,63,-0.2656
88,63,-0.2758
89,63,-0.2634
90,63,-0.2301
91,63,-0.1788
92,63,-0.1126
93,63,-0.0351
94,63,0.0495
95,63,0.1371
96,63,0.2234
97,63,0.3045
98,63,0.3765
99,63,0.4361
0,62,0.0253
1,62,0.1301
2,62,0.2321
3,62,0.3275
4,62,0.4131
5,62,0.4860
6,62,0.5441
7,62,0.5856
8,62,0.6099
9,62,0.6169
10,62,0.6075
11,62,0.5832
12,62,0.5465
13,62,0.5003
14,62,0.4482
15,62,0.3941
16,62,0.3422
17,62,0.2968
18,62,0.2623
19,62,0.2426
20,62,0.2413
21,62,0.2615
22,62,0.3057
23,62,0.3755
24,62,0.4718
25,62,0.5946
26,62,0.7429
27,62,0.9150
28,62,1.1083
29,62,1.3195
30,62,1.5447
31,62,1.7796
32,62,2.0192
33,62,2.2589
34,62,2.4937
35,62,2.7188
36,62,2.9299
37,62,3.1230
38,62,3.2947
39,62,3.4423
40,62,3.5639
41,62,3.6585
42,62,3.7257
43,62,3.7661
44,62,3.7808
45,62,3.7720
46,62,3.7422
47,62,3.6943
48,62,3.6318
49,62,3.5581
50,62,3.4768
51,62,3.3914
52,62,3.3050
53,62,3.2205
54,62,3.1403
55,62,3.0660
56,62,2.9988
57,62,2.9392
58,62,2.8870
59,62,2.8414
60,62,2.8010
61,62,2.7639
62,62,2.7279
63,62,2.6904
64,62,2.6488
65,62,2.6004
66,62,2.5427
67,62,2.4733
68,62,2.3905
69,62,2.2929
70,62,2.1798
71,62,2.0508
72,62,1.9068
73,62,1.7488
74,62,1.5788
75,62,1.3992
76,62,1.2131
77,62,1.0239
78,62,0.8354
79,62,0.6513
80,62,0.4757
81,62,0.3123
82,62,0.1645
83,62,0.0354
84,62,-0.0724
85,62,-0.1572
86,62,-0.2178
87,62,-0.2538
88,62,-0.2657
89,62,-0.2546
90,62,-0.2227
91,62,-0.1725
92,62,-0.1072
93,62,-0.0306
94,62,0.0533
95,62,0.1403
96,62,0.2261
97,62,0.3067
98,62,0.3784
99,62,0.4376
0,61,0.0264
1,61,0.1316
2,61,0.2339
3,61,0.3297
4,61,0.4157
5,61,0.4891
6,61,0.5477
7,61,0.5900
8,61,0.6150
9,61,0.6230
10,61,0.6147
11,61,0.5916
12,61,0.5563
13,61,0.5117
14,61,0.4614
15,61,0.4093
16,61,0.3597
17,61,0.3168
18,61,0.2851
19,61,0.2684
20,61,0.2704
21,61,0.2943
22,61,0.3425
23,61,0.4166
24,61,0.5175
25,61,0.6451
26,61,0.7987
27,61,0.9763
28,61,1.1754
29,61,1.3926
30,61,1.6240
31,61,1.8653
32,61,2.1116
33,61,2.3579
34,61,2.5995
35,61,2.8314
36,61,3.0492
37,61,3.2488
38,61,3.4270
39,61,3.5808
40,61,3.7084
41,61,3.8086
42,61,3.8810
43,61,3.9261
44,61,3.9451
45,61,3.9399
46,61,3.9131
47,61,3.8676
48,61,3.8068
49,61,3.7342
50,61,3.6533
51,61,3.5675
52,61,3.4801
53,61,3.3939
54,61,3.3112
55,61,3.2338
56,61,3.1630
57,61,3.0992
58,61,3.0423
59,61,2.9915
60,61,2.9455
61,61,2.9025
62,61,2.8602
63,61,2.8163
64,61,2.7681
65,61,2.7130
66,61,2.6484
67,61,2.5723
68,61,2.4829
69,61,2.3787
70,61,2.2590
71,61,2.1239
72,61,1.9738
73,61,1.8101
74,61,1.6345
75,61,1.4498
76,61,1.2588
77,61,1.0650
78,61,0.8721
79,61,0.6842
80,61,0.5049
81,61,0.3381
82,61,0.1873
83,61,0.0554
84,61,-0.0549
85,61,-0.1420
86,61,-0.2046
87,61,-0.2424
88,61,-0.2558
89,61,-0.2462
90,61,-0.2155
91,61,-0.1663
92,61,-0.1020
93,61,-0.0262
94,61,0.0569
95,61,0.1433
96,61,0.2287
97,61,0.3089
98,61,0.3801
99,61,0.4391
0,60,0.0276
1,60,0.1330
2,60,0.2355
3,60,0.3317
4,60,0.4181
5,60,0.4921
6,60,0.5512
7,60,0.5941
8,60,0.6200
9,60,0.6288
10,60,0.6215
11,60,0.5997
12,60,0.5657
13,60,0.5226
14,60,0.4740
15,60,0.4238
16,60,0.3763
17,60,0.3359
18,60,0.3068
19,60,0.2930
20,60,0.2983
21,60,0.3256
22,60,0.3776
23,60,0.4558
24,60,0.5610
25,60,0.6934
26,60,0.8519
27,60,1.0347
28,60,1.2393
29,60,1.4623
30,60,1.6997
31,60,1.9471
32,60,2.1996
33,60,2.4524
34,60,2.7004
35,60,2.9387
36,60,3.1629
37,60,3.3689
38,60,3.5532
39,60,3.7130
40,60,3.8463
41,60,3.9518
42,60,4.0291
43,60,4.0787
44,60,4.1017
45,60,4.1001
46,60,4.0762
47,60,4.0330
48,60,3.9739
49,60,3.9022
50,60,3.8216
51,60,3.7355
52,60,3.6471
53,60,3.5592
54,60,3.4743
55,60,3.3940
56,60,3.3197
57,60,3.2518
58,60,3.1904
59,60,3.1346
60,60,3.0833
61,60,3.0346
62,60,2.9865
63,60,2.9364
64,60,2.8819
65,60,2.8203
66,60,2.7493
67,60,2.6668
68,60,2.5709
69,60,2.4605
70,60,2.3347
71,60,2.1936
72,60,2.0378
73,60,1.8685
74,60,1.6877
75,60,1.4980
76,60,1.3023
77,60,1.1042
78,60,0.9072
79,60,0.7155
80,60,0.5327
81,60,0.3627
82,60,0.2090
83,60,0.0745
84,60,-0.0383
85,60,-0.1274
86,60,-0.1920
87,60,-0.2315
88,60,-0.2465
89,60,-0.2382
90,60,-0.2086
91,60,-0.1605
92,60,-0.0971
93,60,-0.0221
94,60,0.0604
95,60,0.1463
96,60,0.2311
97,60,0.3109
98,60,0.3818
99,60,0.4405
0,59,0.0287
1,59,0.1343
2,59,0.2371
3,59,0.3336
4,59,0.4204
5,59,0.4948
6,59,0.5545
7,59,0.5981
8,59,0.6246
9,59,0.6343
10,59,0.6280
11,59,0.6072
12,59,0.5745
13,59,0.5329
14,59,0.4859
15,59,0.4375
16,59,0.3920
17,59,0.3539
18,59,0.3272
19,59,0.3162
20,59,0.3245
21,59,0.3551
22,59,0.4106
23,59,0.4926
24,59,0.6021
25,59,0.7388
26,59,0.9020
27,59,1.0898
28,59,1.2995
29,59,1.5279
30,59,1.7709
31,59,2.0241
32,59,2.2826
33,59,2.5413
34,59,2.7954
35,59,3.0398
36,59,3.2701
37,59,3.4820
38,59,3.6721
39,59,3.8375
40,59,3.9761
41,59,4.0866
42,59,4.1686
43,59,4.2225
44,59,4.2493
45,59,4.2509
46,59,4.2297
47,59,4.1887
48,59,4.1312
49,59,4.0605
50,59,3.9802
51,59,3.8938
52,59,3.8044
53,59,3.7150
54,59,3.6278
55,59,3.5448
56,59,3.4672
57,59,3.3956
58,59,3.3299
59,59,3.2695
60,59,3.2131
61,59,3.1591
62,59,3.1053
63,59,3.0495
64,59,2.9890
65,59,2.9214
66,59,2.8444
67,59,2.7558
68,59,2.6539
69,59,2.5375
70,59,2.4059
71,59,2.2592
72,59,2.0980
73,59,1.9235
74,59,1.7378
75,59,1.5434
76,59,1.3433
77,59,1.1411
78,59,0.9403
79,59,0.7450
80,59,0.5589
81,59,0.3859
82,59,0.2294
83,59,0.0925
84,59,-0.0225
85,59,-0.1138
86,59,-0.1801
87,59,-0.2212
88,59,-0.2376
89,59,-0.2306
90,59,-0.2022
91,59,-0.1550
92,59,-0.0924
93,59,-0.0181
94,59,0.0637
95,59,0.1490
96,59,0.2334
97,59,0.3128
98,59,0.3834
99,59,0.4418
0,58,0.0296
1,58,0.1355
2,58,0.2386
3,58,0.3354
4,58,0.4226
5,58,0.4974
6,58,0.5576
7,58,0.6017
8,58,0.6290
9,58,0.6394
10,58,0.6340
11,58,0.6143
12,58,0.5827
13,58,0.5424
14,58,0.4969
15,58,0.4502
16,58,0.4066
17,58,0.3705
18,58,0.3462
19,58,0.3377
20,58,0.3488
21,58,0.3825
22,58,0.4413
23,58,0.5269
24,58,0.6401
25,58,0.7809
26,58,0.9485
27,58,1.1408
28,58,1.3554
29,58,1.5888
30,58,1.8370
31,58,2.0955
32,58,2.3595
33,58,2.6238
34,58,2.8835
35,58,3.1336
36,58,3.3694
37,58,3.5869
38,58,3.7824
39,58,3.9529
40,58,4.0965
41,58,4.2117
42,58,4.2980
43,58,4.3558
44,58,4.3861
45,58,4.3908
46,58,4.3722
47,58,4.3332
48,58,4.2770
49,58,4.2072
50,58,4.1273
51,58,4.0405
52,58,3.9503
53,58,3.8594
54,58,3.7703
55,58,3.6847
56,58,3.6041
57,58,3.5289
58,58,3.4593
59,58,3.3946
60,58,3.3335
61,58,3.2746
62,58,3.2156
63,58,3.1543
64,58,3.0884
65,58,3.0152
66,58,2.9325
67,58,2.8383
68,58,2.7308
69,58,2.6089
70,58,2.4720
71,58,2.3201
72,58,2.1539
73,58,1.9746
74,58,1.7843
75,58,1.5856
76,58,1.3814
77,58,1.1753
78,58,0.9710
79,58,0.7723
80,58,0.5832
81,58,0.4075
82,58,0.2484
83,58,0.1091
84,58,-0.0080
85,58,-0.1011
86,58,-0.1691
87,58,-0.2117
88,58,-0.2294
89,58,-0.2236
90,58,-0.1962
91,58,-0.1499
92,58,-0.0881
93,58,-0.0145
94,58,0.0668
95,58,0.1516
96,58,0.2355
97,58,0.3146
98,58,0.3849
99,58,0.4430
0,57,0.0305
1,57,0.1366
2,57,0.2399
3,57,0.3370
4,57,0.4245
5,57,0.4997
6,57,0.5604
7,57,0.6050
8,57,0.6329
9,57,0.6441
10,57,0.6394
11,57,0.6207
12,57,0.5902
13,57,0.5510
14,57,0.5069
15,57,0.4617
16,57,0.4199
17,57,0.3857
18,57,0.3635
19,57,0.3573
20,57,0.3709
21,57,0.4074
22,57,0.4692
23,57,0.5580
24,57,0.6748
25,57,0.8193
26,57,0.9908
27,57,1.1873
28,57,1.4063
29,57,1.6443
30,57,1.8972
31,57,2.1606
32,57,2.4296
33,57,2.6990
34,57,2.9638
35,57,3.2190
36,57,3.4600
37,57,3.6824
38,57,3.8828
39,57,4.0581
40,57,4.2062
41,57,4.3256
42,57,4.4159
43,57,4.4773
44,57,4.5108
45,57,4.5182
46,57,4.5019
47,57,4.4648
48,57,4.4100
49,57,4.3409
50,57,4.2612
51,57,4.1742
52,57,4.0832
53,57,3.9910
54,57,3.9000
55,57,3.8122
56,57,3.7287
57,57,3.6504
58,57,3.5772
59,57,3.5085
60,57,3.4432
61,57,3.3797
62,57,3.3161
63,57,3.2499
64,57,3.1789
65,57,3.1006
66,57,3.0128
67,57,2.9134
68,57,2.8009
69,57,2.6740
70,57,2.5322
71,57,2.3756
72,57,2.2047
73,57,2.0211
74,57,1.8267
75,57,1.6239
76,57,1.4161
77,57,1.2065
78,57,0.9989
79,57,0.7972
80,57,0.6054
81,57,0.4271
82,57,0.2657
83,57,0.1243
84,57,0.0053
85,57,-0.0895
86,57,-0.1590
87,57,-0.2030
88,57,-0.2220
89,57,-0.2172
90,57,-0.1907
91,57,-0.1453
92,57,-0.0842
93,57,-0.0112
94,57,0.0696
95,57,0.1539
96,57,0.2375
97,57,0.3162
98,57,0.3862
99,57,0.4441
0,56,0.0313
1,56,0.1375
2,56,0.2411
3,56,0.3384
4,56,0.4263
5,56,0.5018
6,56,0.5629
7,56,0.6080
8,56,0.6364
9,56,0.6482
10,56,0.6443
11,56,0.6264
12,56,0.5968
13,56,0.5588
14,56,0.5158
15,56,0.4721
16,56,0.4317
17,56,0.3992
18,56,0.3789
19,56,0.3748
20,56,0.3907
21,56,0.4296
22,56,0.4941
23,56,0.5858
24,56,0.7057
25,56,0.8535
26,56,1.0285
27,56,1.2288
28,56,1.4516
29,56,1.6937
30,56,1.9509
31,56,2.2186
32,56,2.4920
33,56,2.7660
34,56,3.0354
35,56,3.2952
36,56,3.5407
37,56,3.7676
38,56,3.9723
39,56,4.1519
40,56,4.3040
41,56,4.4272
42,56,4.5210
43,56,4.5855
44,56,4.6219
45,56,4.6318
46,56,4.6176
47,56,4.5820
48,56,4.5284
49,56,4.4601
50,56,4.3806
51,56,4.2934
52,56,4.2017
53,56,4.1083
54,56,4.0157
55,56,3.9257
56,56,3.8398
57,56,3.7587
58,56,3.6822
59,56,3.6100
60,56,3.5410
61,56,3.4735
62,56,3.4056
63,56,3.3351
64,56,3.2596
65,56,3.1767
66,56,3.0844
67,56,2.9804
68,56,2.8633
69,56,2.7320
70,56,2.5859
71,56,2.4250
72,56,2.2501
73,56,2.0626
74,56,1.8644
75,56,1.6582
76,56,1.4469
77,56,1.2342
78,56,1.0238
79,56,0.8194
80,56,0.6251
81,56,0.4445
82,56,0.2811
83,56,0.1378
84,56,0.0171
85,56,-0.0792
86,56,-0.1501
87,56,-0.1953
88,56,-0.2153
89,56,-0.2115
90,56,-0.1858
91,56,-0.1411
92,56,-0.0807
93,56,-0.0082
94,56,0.0721
95,56,0.1560
96,56,0.2392
97,56,0.3176
98,56,0.3874
99,56,0.4451
0,55,0.0320
1,55,0.1384
2,55,0.2421
3,55,0.3397
4,55,0.4278
5,55,0.5036
6,55,0.5650
7,55,0.6105
8,55,0.6394
9,55,0.6518
10,55,0.6485
11,55,0.6313
12,55,0.6026
13,55,0.5655
14,55,0.5236
15,55,0.4810
16,55,0.4420
17,55,0.4109
18,55,0.3922
19,55,0.3900
20,55,0.4078
21,55,0.4489
22,55,0.5157
23,55,0.6099
24,55,0.7324
25,55,0.8832
26,55,1.0612
27,55,1.2647
28,55,1.4910
29,55,1.7365
30,55,1.9974
31,55,2.2689
32,55,2.5462
33,55,2.8241
34,55,3.0974
35,55,3.3611
36,55,3.6106
37,55,3.8414
38,55,4.0499
39,55,4.2331
40,55,4.3887
41,55,4.5152
42,55,4.6120
43,55,4.6794
44,55,4.7182
45,55,4.7302
46,55,4.7178
47,55,4.6837
48,55,4.6311
49,55,4.5634
50,55,4.4841
51,55,4.3967
52,55,4.3043
53,55,4.2099
54,55,4.1159
55,55,4.0242
56,55,3.9362
57,55,3.8525
58,55,3.7733
59,55,3.6981
60,55,3.6257
61,55,3.5547
62,55,3.4832
63,55,3.4089
64,55,3.3295
65,55,3.2427
66,55,3.1464
67,55,3.0385
68,55,2.9175
69,55,2.7823
70,55,2.6324
71,55,2.4678
72,55,2.2894
73,55,2.0985
74,55,1.8971
75,55,1.6878
76,55,1.4737
77,55,1.2583
78,55,1.0454
79,55,0.8387
80,55,0.6422
81,55,0.4597
82,55,0.2945
83,55,0.1495
84,55,0.0274
85,55,-0.0703
86,55,-0.1424
87,55,-0.1886
88,55,-0.2096
89,55,-0.2065
90,55,-0.1816
91,55,-0.1375
92,55,-0.0776
93,55,-0.0057
94,55,0.0742
95,55,0.1578
96,55,0.2407
97,55,0.3189
98,55,0.3884
99,55,0.4459
0,54,0.0326
1,54,0.1391
2,54,0.2430
3,54,0.3407
4,54,0.4290
5,54,0.5051
6,54,0.5668
7,54,0.6127
8,54,0.6420
9,54,0.6548
10,54,0.6520
11,54,0.6354
12,54,0.6074
13,54,0.5711
14,54,0.5301
15,54,0.4884
16,54,0.4505
17,54,0.4207
18,54,0.4034
19,54,0.4026
20,54,0.4221
21,54,0.4649
22,54,0.5337
23,54,0.6300
24,54,0.7548
25,54,0.9079
26,54,1.0885
27,54,1.2947
28,54,1.5238
29,54,1.7723
30,54,2.0362
31,54,2.3109
32,54,2.5914
33,54,2.8725
34,54,3.1492
